Annotator1	Annotator2	Resolve1&2	Paragraph
D0			        III. State-by-State Analysis of Working Families Shortchanged by Congressional Tax Cut Plans
D0			        IV. Table Showing Child Tax Credits for Families With Incomes Between $18,000 and $30,000 -- Comparison of Alternative Plans.
D0			President Clinton's Child Tax Credit A Fact Sheet July JO, 1997
D0			The President's child tax credit includes the following features:
D0			Age:     • Covers children under 17 through 2002.     • After 2002, covers children under 19.
D0			Amount per-child:     • $400 in 1998     • $500 in 1999 and then indexed for inflation.
D0			Income Limits:     • Phased out for families with incomes between $60,000 and $75,000 until 2000.     • After 2000, the phase-out range is raised to between $80,000 and $100,000 and then indexed for inflation.
D0			Refundability to Cover Out-of-Pocket Income and Payroll Taxes:     • Working families who pay out of pocket federal taxes would benefit from the child tax credit. The child tax credit is calculated before the EITC and will be partially refundable. A family will get a child credit for their income taxes plus the extent to which their out­ of-pocket (employee share) payroll taxes exceed their EITC.
D0			Savings Incentive Feature:     • Taxpayers who are entitled to a child credit would have the opportunity to contribute their child tax credit plus an additional $500 per-child each year to a Kidsave Account for the child's education, first time home purchase, or the taxpayer's retirement. Earnings would accumulate tax-free in the account and no taxes would be due upon withdrawal for these purposes.
D0			Cost:     • $70.2 billion over 1997-2002.     • $176.l billion over 1997-2007.     • $22.0 billion in 2007.
D0			Working Families Who Pay Taxes and Play by the Rules Deserve a Tax Cut Too
D0			Compared to the President's proposal, the Senate bill denies the child credit to 3.8 million families who make Jess than $30,000. The House bill denies the child tax credit to 4.8 million of these families. The President strongly believes families who work hard, pay taxes, and play by the rules deserve a tax cut too.
D0			Examples of working families who receive a tax cut under President Clinton's plan but are shortchanged by Congressional plans:
D0			Example #1: A Family Like Police Officer Daniel Mercado's Consider a family like Police Officer Daniel Mercado's of Savannah, Georgia. A family like his with two parents, four children, and an income of$26,000 would receive a $1,238 child tax credit under President Clinton's proposal, but would not receive a child tax credit under the House or Senate bills.
D0			Federal Tax Situation Before Any Child Tax Credit/I: Income taxes owed before EITC Payroll taxes Gust employee share) Excise taxes/2 Federal out-of-pocket taxes owed before EITC Employer share of payroll taxes Federal taxes before EITC Benefit from EITC $285 $1,989 $400 $2,674 $1,989 $4,663 $1,036
D0			President Clinton's Proposal House Bill Senate Bill Child Tax Credit for family with two parents and four kids and income of $26,000 $1,238 $0 $0
D0			Notes: I:  Source: U.S. Department of Treasury. Assumes 1999 tax parameters. 2:      Estimate calculated from Congressional Budget Office Data. CBO estimates that in 1998, families with incomes between $20,000 and $30,000 would pay 1.54 percent of their income in federal excise taxes.
D0			Example #2: A Family Like Michelle Orticke's
D0			Consider afamily like Michelle Orticke 's, a receptionist from Springfield, Virginia. A family like hers with a mother and two children and an income o/$24,000 would receive a $1,000 child tax credit under President's Clinton's proposal. A family like this one would receive a smaller $651 child tax credit under the Senate bill and would receive no child tax credit under the House bill.
D0			Federal Tax Situation Before Any Child Tax Credit/I: Income taxes owed before EITC Payroll taxes (just employee share) Excise taxes/2 $1,380 $1,836 $370 Federal out-of-pocket taxes owed before EITC Employer share of payroll taxes Federal taxes before EITC Benefit from EITC $3,586 $1,836 $5,422 $1,457
D0			President Clinton's Proposal House Bill Senate Bill Child Tax Credit for family with one parent and two kids and income of $24,000 $1,000 $0 $651
D0			Notes: I:  Source: U.S. Department of Treasury. Assumes 1999 tax parameters. 2:      Estimate calculated from Congressional Budget Office Data. CBO estimates that in 1998, families with incomes between $20,000 and $30,000 would pay 1.54 percent of their income in federal excise taxes.
D0			State-by-State Analysis of Working Families Shortchanged by Congressional Tax Cut Plans
D0			State Compared to President's Plan Number of Working Families Who Make Below $30,000 Denied the Child Credit under the Senate Plan Compared to Presidents Plan Number of Working Families Who Make Below $30,00 Denied the Child Credit under the House Plan Alabama 82,659 104,411 Alaska 6,323 7,987 Arizona 68,517 86,548 Arkansas 49,268 62,233 California 447,915 565,788 Colorado 50,160 63,360 Connecticut 27,150 34,294 Delaware 10,038 12,679 Florida 222,038 280,469 Georgia 130,635 165,013 Hawaii 13,203 16,678 Idaho 19,334 24,421 Illinois 155,667 196,632 Indiana 78,566 99,241 Iowa 36,093 45,591 Kansas 35,135 44,381 Kentucky 57,021 72,026 Louisiana 80,628 101,846 Maine 16,949 21,409 Maryland 71,351 90,128 Massachusetts 54,677 69,066 Michigan 104,371 131,837 Minnesota 50,043 63,213 Mississippi 61,474 77,651 Missouri 78,557 99,230 ·.
D0			State Compared to President's Plan Number of Working Families Who Make Below $30,000 Denied the Child Credit under the Senate Plan Compared to Presidents Plan Number of Working Families Who Make Below $30,00 Denied the Child Credit under the Ho@.e Plan Montana 13,400 16,926 Nebraska 23,648 29,872 Nevada 26,709 33,737 New Hampshire 12,794 16,161 New Jersey 96,681 122,124 New Mexico 31,716 40,063 New York 237,157 299,567 North Carolina 134,793 170,265 North Dakota 8,756 11,060 Ohio 135,211 170,792 Oklahoma 54,046 68,269 Oregon 41,077 51,886 Pennsylvania 141,976 179,338 Rhode Island 10,915 13,787 South Carolina 71,580 90,417 South Dakota 11,719 14,804 Tennessee 94,790 119,735 Texas 354,927 448,328 Utah 27,212 34,373 Vermont 7,887 9,963 Virginia 86,986 109,877 Washington 61,630 77,848 West Virginia 25,255 31,901 Wisconsin 56,208 71,000 Wyoming 6,623 8,366 District of Columbia 11,147 14,081 United States 3.8 million 4.8 million
D0			Methodology of State-by-State Analysis
D0			Using the Treasury individual income tax model, an estimate was generated for the aggregate numbers of taxpayers in I 998 with Adjusted Gross Income below $30,000 who receive the child tax credit under President Clinton's proposal but not under the House and Senate bills. These aggregates were distributed across states in proportion to the fraction of EITC recipients nationwide in 1995 with incomes between $15,000 and $30,000 who reside in the particular state. EITC recipients with incomes between $I 5,000 and $30,000 form the group primarily affected by the differences in the child tax credit proposals. •
D0			Child Tax Credits for Families With Incomes Between $18,000 and $30,000 . Families of Four: Two Parents and Two Children Family Income President's Proposal House Bill Senate Bill $18,000 $0 $0 $0 $20,000 $225 $0 $0 $22,000 $330 $0 $0 $24,000 $1,000 $0 $96 $26,000 $1,000 $89 $607 $28,000 $1,000 $810 $1,000 $30,000 $1,000 $1,000 $1,000
D0			Source: U.S. Department of Treasury. Figures for 1999.
D0			PRESIDENT CLINTON'S HIGHER EDUCATION TAX CUTS The President's Hope Scholarship and Tuition Tax Credit Help 12.6 Million Students -- 7 Million More Students than Congressional Versions SUMMARY DOCUMENTS July 8, 1997
D0			TABLE OF CONTENTS I. Fact Sheet on Higher Education Tax Cuts IL A·comparison: Higher Education Tax Cuts III. State-by-State Analysis of Benefits IV. Greater Benefits for More Families (examples) V. Endorsement from Higher Education Organizations VI. Distribution Analysis of Alternative Tax Plans
D0			President Clinton's Higher Education Tax Cut Proposal A Fact Sheet
D0			    • HOPE Scholarship. A maximum $1,500 credit for the first two years of postsecondary education. Students attending on at least a half-time basis would receive a 100% credit for the first $1,000 of tuition and required fees and a 50% credit for up to the next $1,000. For example, a student attending a community college with tuition costs of $1,400 would receive a $1,200 HOPE Scholarship. Scholarships would be phased out for joint filers with income between $80,000 and $ I 00,000, and for single filers with income between $50,000 and $70,000. After 2002, the HOPE Scholarship increases to a I00% credit for the first $ I,500 and a 50% credit for the next $1,000 of tuition and required fees.
D0			    • 20% Tuition Tax Credit. Undergraduates beyond their first two years, graduate students, plus working people going to school part-time to improve or acquire job skills, would benefit from a 20% tax credit on the first $5,000 of tuition and required fees through the year 2000 and after 2000 a 20% tax credit on the first $10,000 of tuition and required fees. The credit would be phased out at the same income levels as HOPE.
D0			    • Education and Retirement Savings Accounts. Allows penalty-free IRA withdrawals for undergraduate, post-secondary vocational, and graduate education expenses. Additionally, taxpayers eligible for the child tax credit are given the opportunity to deposit their child tax credit plus an additional $500, in a Kidsave Account for the child's education, first-time home purchase or the taxpayer's retirement.   Earnings would accumulate tax-free in the Kidsave Account and no taxes would be due upon withdrawal for an approved purpose.
D0			    • Employer-Provided Education Benefits. Extends permanently Section 127 of the tax code, which allows . people to exclude $5,250 of employer-provided education benefits from their taxable income. Eligibility for graduate education benefits would be reinstated retroactively back to June 30, 1996, with both undergraduate and graduate education eligible in the future. Additionally, a I 0% employer credit for small business training is included. This credit would apply to payments made to third parties to cover expenses of education for employees under employer-provided education assistance programs. The credit would be available to employers with average annual gross receipts of $10 million or less for the prior three years.
D0			    • Student Loan Interest Deduction. Allows a deduction for up to $2,500 per year of interest on education loans for expenses of students enrolled at an institution of higher education. The deduction would be allowed for the first 60 months interest is due on a loan. The deduction would phase out for taxpayers making between $45,000 and $65,000 ($65,000 and $85,000 for married taxpayers filing jointly). This deduction would be available even if the taxpayer does not itemize deductions.
D0			    • Community Service Loan Forgiveness. In most circumstances, a loan that is forgiven is considered income and is therefore taxable. To encourage programs that offer loan forgiveness to borrowers who take lower­ paying, community-service jobs, loan amounts forgiven through programs run by nonprofit tax-exempt charitable or educational institutions, and loans forgiven under the Direct Loan Program's income­ contingent repayment program, would be excluded from income. Currently, the exclusion generally covers only certain forgiveness arrangements between students and government entities.
D0			    • · Repeal Cap on Tax Exempt Bond Issuance by Colleges and Universities. Repeals the $150 million bond cap that affects private higher education institutions and certain other charitable institutions. The repeal would apply to tax-exempt bonds issued by these institutions to finance new capital expenditures.
D0			A Comparison: Higher Education Tax Cuts
D0			HOPE Scholarship and Tuition Tax Credit President H.ouse Senate Students in their first two years of college, attending at least half- time I 00% tax credit on the first $1,000 of tuition and required fees, 50% on next $1,000. After 2002, a 100% credit on first $1,500 and 50% on the next $1,000. 50% tax credit on up to $3,000 on tuition, required fees, books, and supplies. 75% tax credit on up to $2,000 for community colleges; 50% tax credit on up to $3,000 for other institutions for tuition, required fees, books, and supplies. Students beyond the first two years, enrolled at least half-time 20% tax credit on up to $5,000 in 1998 and up to $10,000 starting in  2001. None None Graduate students 20% tax credit on up to $5,000; up to $ I0,000 starting in 200I. None None Part-time (less than half- time) students seeking to acquire or improve job skills 20% tax credit on up to $5,000; upto $10,000 starting in 200 I. None None 5-year revenue cost: $35 billion $22 billion $20 billion '         Estimated  numhcr of  12.6 million    5.6 million 5.6 million beneficiaries in I 999
D0			Other provisions Administration House Senate Employer-provided education assistance (Section 127) Permanent extension for graduate and undergraduate courses. I0% Small Business Credit. Six month extension, only for undergraduates. Permanent extension for graduate and undergraduate courses. Student loan interest deduction Up to $2,500 may be deducted each year for five years of repayment. None Up to $2,500 may be deducted each year for five years of repayment. Other provisions Administration House Senate Savings incentives Penalty-free IRA withdrawals for higher education. Penalty-free IRA withdrawals for higher education. Penalty-free IRA withdrawals for higher education. Optional Kidsave education accounts. Maximum per-child contribution of child credit plus $500 each year. Earnings free from tax if used for various purposes including child's postsecondary tuition and fees. Education investment accounts and new qualified tuition programs. Maximum per-child contribution $5,000 each year, $50,00 total. Earnings used for higher education not taxed (subject to limits). Requires contributions to Educational IRAs or qualified tuition plans for parents to obtain the child credit for children 13 and over. Education IRAs and expanded qualified tuition programs; tax- free distributions for educational expenses. Maximum per-child contribution $2,000 plus child credit each year (no limits on State- sponsored plans).
D0			Distribution of Higher Education Tuition Tax Credits by Student's State of Legal Residence 1/ (Beneficiary Calculations FY 1998/Dollar Amounts FY 1999) Dollar Difference: Number of Beneficiaries 2/ (in thousands) Dollar Amounts of Benefits (in millions) (in millions) President Compared to President House/Senate Difference President House Senate House Senate Alabama 195 87 108 $111.6 $78.2 $72.3 $33.4 $39.3 Alaska 27 12 15 15.4 10.6 9.8 4.8 5.6 Arizona 244 108 136 139.4 97.0 69.6 42.4 49.8 Arkansas 79 36 43 45.3 32.0 29.5 13.4 15.8 California 1,654 733 922 944.9 655.9 605.8 289.0 339.1 Colorado 219· 97 122 125.0 86.7 80.0 38.3 44,9 Conne icut 149 66 83 85.1 58.6 54.2 26.3 30.9 Delaware 42 18 23 23.8 16.4 15.2 7.4 8.7 District of Columbia 74 32 41 42.0 28.9 26.7 13.1 15.3 Florida 553 246 306 316.1 220.6 203.8 95.5 112.3 Georgia 266 119 147 152.0 106.3 98.2 45.7 53.8 Hawaii 61 27 34 35.0 24.1 22.2 10.9 12.8 Idaho 51 23 28 29.3 20.6 19.0 8.8 10.3 Illinois 669 296 374 382.2 264.6 244.4 117.6 137.8 Indiana 259 115 144 148.2 103.1 95.3 45.1 52.9 Iowa 150 67 83 85.9 59.9 55.4 25.9 30.5 Kansas 151 67 84 86.5 60.2 55.6 26.3 30.9. Kantucky 154 69 85 88.3 61,9 57.2 26.3 31.0 Louisiana 166 75 91 94.9 67.0 62.0 27.9 33.0 Maine 50 22 28 28.7 20.0 18.5 8.7 10,3 Maryland 243 108 136 138.9 96.2 88.9 42.7 50.1 Massachusetts 383 169 214 218.4 151.2 139.6 67.3 78.9 Michigan 493 219 274 281.4 195.6 180.7 85.8 100.7 Minnesota 258 115 143 147.4 102.5 94.7 44.9 52.7 Mississippi 97 44 53 55.4 39.3 36.3 16.2 19.1 Missouri 259 115 144 148.3 103.3 95.4 45.0 52.9 Montana 32 15 18 18.6 13.1 12.1 5.4 6.4 Nebraska 104 46 58 59.2 41.1 38.0 18.0 21.2 Nevada 61 27 34 34.5 23.8 22.0 10.7 12.6 New Hampshire 57 25 32 32.8 22.7 21.0 10.1 11.8 New Jersey 304 134 169 173.5 120.3 111.1 53.2 62.4 New Mexico 87 39 48 49.9 35.0 32,3 15.0 17.6 New York 897 402 495 513.5 360.0 332.7 153.5 180.7 North Carolina 333 148 186 190.4 132.1 122.0 58.3 68.3 North Dakota 34 15 19 19.3 13.5 12.5 5.7 6.7 Ohio 482 214 267 275.2 191.9 177.3 83.3 97.9 Oklahoma 156 70 86 89.1 62.6 57.8 26.5 31.3 Oregon 147 65 82 84.2 58.5 54.0 25,7 30.2 Pennsylvania 545 242 303 311.3 216.5 200.0 94.8 111.4 Rhode Island 67 30 37 38.4 26.6 24.6 11.7 13.8 South Carolina 150 67 83 85.9 60.0 55.4 25.9 30.5 South Dakota 31 14 17 17.6 12.4 11,5 5.2 6.1 Tennessee 212 94 117 121.1 84.5 78.1 36,6 43.0 Texas 841 374 467 480.5 334.8 309.3 145.7 171.2 Utah 126 56 70 72.3 50.5 46.7 21.8 25.6 Vermont 31 14 17 18.0 12.5 11.6 5.5 6.4 Virginia 321 142 179 183.3 127.1 117.4 56.2 65.9 Washington 255 113 142 145.8 101.3 93.6 44.5 52.3 West Virginia 75 34 41 42.8 30.0 27.7 12.8 15.1 Wisconsin 277 122 155 158.2 109.6 101.2 48.6 57.0 W;oming 27 12 15 15.4 10.7 9.9 4.7 5.5 US Totals 12,600 5,600 7,000 $7,200.0 $5,012.0 $4,630.0 $2,188.0 $2,570.0
D0			1/ Includes HOPE Scholarship plans and the President's 20% tax credit for lifelong learning. Calculations do not indude interest deductions and tax benefits that could be received in outyears from savings incentives in all three plans. 2/ The number of beneficiaries is the same under the House and Senate plans, though the amounts of benefits differ. Source: Education Department estimates based on State-level enrollment and Pell Grant recipient data.
D0			Methodology of State-by-State Analysis
D0			Using a nationally-representative sample of postsecondary students and data on Pell Grant recipients, an estimate was derived for the proportion of the total national number of recipients of the tax benefit in 1998. Using that ratio, the number of recipients for each State was determined. Based on the Joint Tax Committee and Treasury revenue estimates of the three plans for 1999, a dollar amount for each State was derived using the same ratio as the State/national number of beneficiaries.
D0			President Clinton's Higher Education Tax Cuts: Greater Benefits for More Families
D0			While providing the greatest help in the first two years, the Administration's plan has always gone much farther, granting a substantial tax cut for virtually any investment in postsecondary education or training. Unlike the Congressional plans, the President's tax credits cover more types and ages of postsecondary students, including:         ◦ part-time students (less than half-time) seeking to improve or acquire job skills;         ◦ students beyond their first two years of undergraduate study;         ◦ graduate students.
D0			Although the Administration, House and Senate plans all provide modest assistance for students who borrow or families who have special education savings accounts, for many situations that families find themselves in, the House and Senate plans provide little or no help. Consider the following:
D0			Tuition Tax Credits Under Various Situations President House Plan Senate Plan Two kids in college: Married couple, $60,000 income, with two kids in college: one at a community college with $2,000 tuition and $200 books, the other a junior at a private college with $10,000 tuition. $2,500 ($3,500 after year 2000) $1,I 00 $1,500 Divorced parent, same income: Single parent with $50,000 income, one child going to an average community college full- time ($1,200 tuition and fees) $1,100 $0 $0 Returning to school less than half-time: Family with $30,000 income, one parent going to a public four-year college part-time to change careers ($2,000 tuition and fees) $400 $0 $0 Child is beyond.first two years: Family with $40,000 income, one child is junior at average private college ($12,000 tuition and fees) $1,000 ($2,000 after year 2000) $0 $0 Returning to school full-time to become a teacher: Homemaker, family income of $70,000, attending graduate teacher training program at public university after being out of college for 20 years ($3,500 tuition). $700 $0 $0 Graduate student: Single graduate student with$15,000 income and tuition of $15,000. $1,000 $0 $0
D0			Alternative Tax Cut Proposals A Comparison of Distributional Impact Income by Quintile Lowest President Clinton 1.2% House 0.6% Senate 0.4% Second 10.1 2.5 2.7 Third 22.2 9.6 10.2 Fourth 34.6 20.0 21.3 Highest 31.5 66.8 65.0 Top 10% 11.7 47.3 42.3 Top5% 6.5 34.9 28.2 Top 1% 2.6 18.8 12.5 Middle 60% (Second, third, fourth quintiles) 66.9% 32.1% 34.2%
D0			"Source: U.S. Department of Treasury Tables assumes fully phased-in (2007) law and behavior, in 1998 dollars. It includes major tax cut provisions in each of the plans: HOPE Scholarship, tuition credit, Section 127, Student loan interest deduction, child tax credit, Kidsave accounts, capital gains provisions, home office deduction, distressed areas initiatives, Puerto Rico tax incentives, individual and corporate AMT changes, prepaid tuition programs, IRAs, DC tax incentives, safe harbor for independent contractors, modifications of treatment of company owned life insurance. .... "" ""- "" .-:i \C 0"""" 0 .§1 ... 0""' N N to N 0 N ....... .0.).. .... "".......' N .c ·"
D0			"comparison of Tax Incentives in Major Proposals for FY1998 U10,dated Februarv 24,, 1997 5 00PM. Administration Proposals Senate Democratic Leadership Package (Daschle)""• Senate Republican Leadership Package (Lott) Affordable College Act (S.I) American Family Tax Relief Act (S,2) I.      TB.I credit for dependeat children•: Nonrefundable credit for each dependent child under age 13. Fully phas!'(l-in amount (by 2000) is $500, phased-out for tilers with AGI between $60,000-$75,000. Cmlit is stacked ahead of the EITC. - Syr.: ($46.7b) IOyr:: ($98.0b)' No Provision No Provision Nonrefundable credit of $500 for each child under age 18. Phaseout, beginning 'at AG! of $75,000 ($110,000 for joint returns), of S2S of credit for each SI,000 of additional AGL Credit is not indexed for inflation. Credit is stacked after the EITC. Svr. ($109.0b) !Ovr: (199.0b) 2.  HOPE Scholarship Plan and tuition tax ded11ction• HOPE Plan: Nonr fundablo credits,of up lo $1,500 per year per stude,,t for the fint two years of post-  · secouda,y education. SIWIODI& must be at least half. time s tus. Taxpayer claims tho lesser of msximmn credit or tuition and required fees actually paid, i.e., not covered by any scbolanhip or 0011-fedenl grant. Pell or other fodenl grants reduce tho allowable credit. A ""B•- average is required lo be eligible for the second year credit; drug felons are inelig,olo. Tho c:ndil phases out for taxpayen with modified AGI of $80,000 to $100,000 ($50,000 • $70,000 if singlo); phase-out thresholds and the maximum crediu are indexed. Effectivo for payments made on or after 111/97, for education cororoeocing on or after 7/1/97. Tuition tax deduction ofup lo ss;ooo per year ($10,000 after 1998) per topayor. For any_ one atudeml either ciedil or deduction can be used for tuition and required fees uot covered by ,tudeut aid with the HOPE Plan's AG! plwe-oul ranges_. Also, expand income oxclusiQµ for forgivcw,ss of certain studeut loan•s S yr.: ($36.2b) 10 yr.: ($87.Sb) Similar except credit is refun4ablc. B average rule based on high school record. S!,500 credit for full-time, $7SO credit for part-time half-time students. Effective for taxable years beginning after 1997. · . ..,. No Provision ' .(Please refer to 19.-22. for continued education incentives) No Provision 1"
D0			"0 0 §) ,., 0""' ""' ""' 0""' ""' 0) .0.).. 2"
D0			U') 0 0 §) Vl Ct. Vl .....,. II) 0 N N (,0 N 0 N 0, ;: : :7  :, .0..,... en r-­ cn '.... . .N..... N -0 3
D0			"0""' 0 §I Vl ""­ ""<­ c.., ::l Vl ""' ....., 0""' """"'' 0""' ""' """" .""..' ""...'   .. ... .""'­..' .N.._ ,   N 0 4"
D0			"...,,. 0""' """"'' 0""' ""' 0 ""' ""...'. ... "".,.' N N .o .5 a:, 0 0"
D0			"ti) ex. ex. < c.:, w ...l ti) < til c,:, f-""' .....,. Lt) 0 N N CD N 0 N . 0 ,n .C.1.) r-­ C1) N N . 0 6 I ! NT0// i i N 0 N C'l .. C'l .-I r­ C'l '""N""' ,N' 0 7"
D0			"§I I I I I I , Administration Proposals . ' 17 .    Modify Phase-Gut or Puerto Rico Economic.Activity -Tu Credit S yr.: ($0.4b) lO yr.: ($3.9b) 18. No Provision : Senate Democratic Leadership Package (Dascble)•• No Provision The Cblldren'• Health Coverage Act: Refundable credit covering 90% of child's health insurance premium, . phased-out for families with me above S7S,OOO. CRdit available for children ineligible for Medicaid or employer p vidcd plans. Senate Republican Leadership Package (Lott) Affordable CoUegc Act   American Family Tax (S.1)       Relief Act (S.2) No Provision    No Provision No Provision    No Provision .. ""..J' V) I E-- i I I ..  '  -    ..   -  ""     • • .. 20. No Provision payer and spouse. Phnse-outs: S70k single filer$, SlOOk joint No Provision., on loans for dependent's edtication. Effective after 1996. Phase-outs: S4Sk-$65k single filers, $6Slc-$85k joint. 5yr.: (S0.7b) 10 yr.: ($1.9b) Tax-fl""ff Withdrawal, from State Tuition Plan,: No tax No Provision ,o:,.r. N 1:0 N 0 . N would be owed on 8ll'J portion of a withdrawal made from a qualified state'tuitionplan for qualified higher education expenses, which would include tuition. fecs, room. board, books. Effective after 1996. 5 yr.: ($0.6b) IO yr.: (Sl.6b) ,...j If) c,i ,...j ....."
D0			".N.... 'N 0 8 Administration Proposals Senate Democratic Leadership Package (Daschle)•• Senate Republican Leadership Pack.-ige (Lott) Affordable College Act (S.1) American Family Tax Relief Act (S.2) 21. No Provision No Provision Bob Dole Education Invullnent Account,: Nondeductible contributions of up to S1,000 per year per child under the age of 18. Distn""butions used for higher education expenses excluded from income. IO percent penalty for other distn""butions. Effective after 1996 5 }T,: (SI.Sb) 10 )T.: (S5.6b) No Provision 22. No Provision ' No Provision Exclusion of Federal Work Study Payment,: Payments excluded from gross income after I996. 5)T.: (S0.4b) I0)T.: (1.0) No Provision I . ,· 23. No Provision    - Creation of Performance Stock Options: Applicable where over 50 percent of options are available to nonhighly compensated employees. Option price tnust be less than fair market value at time of grant. No income is recognized on exercise if shares arc held for one year and there. is a 50 percent exclusion of capital gains on sale of stock. No Provision No Provision . •. 9_ NLWJC   -   Kagan DPC -       Box 015 - Folder 012 Drugs      -   Media Campaign"
T0			{]      Jose Cerda Ill  03/16/99 12:31:30 PM
T0			Record Type:    Record
T0			To: Karen Tramontano/WHO/EDP cc: Elena Kagan/OPD/EOP, Bruce N. Reed/OPD/EOP, Leanne A. Shimabukuro/OPD/EOP Subject: ONDCP Press Availability/lOM Study
T0			Karen:
D1			Elena asked that I send you a note to let you know that we spoke to ONDCP, and that they said that General Mccaffrey is committed to doing a press availability on the !OM-Medical Marijuana study tomorrow. After two  years of  pointing to the study, he feels obligated to  go on the record when it is released -- and, despite our suggestion, is not willing to pull back. I have attached McCaffrey's proposed statement and the Q&A prepared by his staff. If you still have concerns about the press availability, you or John will probably need to connect w/him directly. As you know, he doesn't feel obliged to take guidance  from us on this or any other matter he views as his responsibility.
T0			Jose'
T0			iomquest.wp l[iomquestpd    Page 17I
D1			Q & A's for the Director on the IOM Report Prepared by Dan Schecter, Kate Malliarakis, Carol Gibson March 15, 1999
D1			    1. Does this report validate the message sent by voters in California, Arizona, Alaska, Washington,. Oregon, Nevada?
D1			    • I've said before that using the ballot to decide what  should  become  medicine is like asking the voters  to  make  air  traffic  control  decisions. We have always said and we continue to affirm  that  science,  not  the  ballot  box, should determine the practice of medicine.
D1			    • The report says that it is impossible to  estimate the  clinical  value  of marijuana and cannabinoids based on anecdotal reports. (Page 1 .19 IOM Report) This report does not address the political process that makes marijuana  available to  medically needy individuals.    And, it doesn't address public policy questions  such as the  distribution of  marijuana. But, the sense of the report indicates that distribution  marijuana  through  places  like Cannabis Buyers clubs would be inconsistent  with sensible  scientific practices.
D1			    2. Will ONDCP's position on the medical use of marijuana change as a result of this report?
D1			    • Actually this report supports ONDCP's position, as it highlights the need for targeted research on the compounds in marijuana that may be helpful to those in medical need.
D1			    • Medical advancement means rigorous testing before a new  drug is released to the public. To recognize this reality is not to shut out  the  possibility  of merit in the cannabis plant but it is to reject exaggerated, at times magical, claims for marijuana.
D1			"    3. The very first recommendation of the IOM study is to conduct more research into the effects of cannabinoids.   Yet it is impossible  to get marijuana in order to conduct research. Will you use the influence of your position to see that access to marijuana is placed on the ""fast track"" so that legitimate researchers can conduct the research called for in the IOM study?"
D1			    • The Federal government has established a process for determining the safety and efficacy of drugs. It is a process that has been in place and has proven l[fomques!.wpd  Page 271 to  work. I will continue to work with NIDA and FDA and NIH to  ensure  that this process is efficient and still protects the American public.
D1			"    4. The study very emphatically states (Page ES.7) that there is ""no conclusive evidence that the drug effects of marijuana are causally linked to the subsequent abuse of other illicit drugs."" What does this say about the ""Gateway Theory"" that you have held?"
D1			"    • The study actually supports the fact that most drug users begin with  nicotine, move to alcohol, and then to marijuana. The new point brought out in this report is that the use of marijuana for medical purposes does not fall into the ""gateway theory."""
D1			    •  The significant point is that this study says that we need more research to determine just exactly where and how research on the compounds of marijuana should be conducted.
D1			    5. Now that the IOM has concluded that there are potential medical benefits to marijuana, will the Federal government continue to arrest and incarcerate sick people who use the drug for pain relief?
D1			"    • There is nothing in the IOM report that concludes that there are benefits to smoked marijuana. In fact, the IOM report states that ""smoked marijuana is unlikely to be a safe medication for any chronic medical  condition."" (Page 3.48)"
D1			    • This question goes to the crux of the problem. On one hand, we have people who want an excuse to smoke marijuana to get high, claiming that they have debilitating medical conditions. On the other hand, we have a small group of terminally ill people who believe (rightly or wrongly) that marijuana offers them some relief.
D1			    • Federal law enforcement policy will continue to be as it has been--focused on drug traffickers.
D1			    • What we really need is for pharmaceutical companies to develop alternative delivery systems for the compounds in marijuana.
D1			    6. Will you now concede that there is medicinal value to marijuana?
D1			    • The IOM report raises serious questions about the medicinal value of smoked /[iomquest.wpd  Page 37/ marijuana.
D1			    • We've always supported the use of synthetic THC--dronabinol--in treating certain illnesses. The issue is smoked marijuana.
D1			    • What we need are alternative delivery  systems  to  ensure that those  few people who can't take dronabinol  have an effective  means  of  deriving whatever benefits are available in THC without the harmful effects of smoke. @nt. oc Page 3JI
T0			$(J oi ,rt 600000/ C6 6 0 0 )E C C C O j6 0 6 0 J J 6 6 6 6 0 C C •• N £6 6 0 2 are•'i;:n1/.J J F •;; FOR IMMEDIATE RELEASE   CONTACT: Bob Weiner Wednesday, March 17, 1999
D0			WHITE HOUSE DRUG POLICY OFFICE ISSUES STATEMENT ON INSTITUTE OF MEDICINE'S REPORT ON MARIJUANA AND MEDICINE
D0			(202) 395-6618 (Washington, D.C.) - The White House Office of National Drug Policy (ONDCP) issued the following statement today following the release of the Institute of Medicine's report Marijuana and Medicine: Assessing the Science Base:
D0			In January 1997, ONDCP asked the Institute of Medicine to conduct a review of the scientific evidence for assessing the potential health benefits and risks of marijuana and its constituent cannabinoids. ONDCP believed that an objective and independent evaluation of research regarding the use of marijuana for medicinal purposes was appropriate given the ongoing debate about cannabis and its health effects.
D0			The report released today by the Institute of Medicine represents the most thorough analysis to date of the relevant scientific literature. It summarizes recent advances in molecular and behavioral neuroscience, in particular newly elaborated systems of transmitters, receptors, and antagonists - all illuminating the physiological effects of cannabinoids. The Institute of Medicine has addressed all issues that ONDCP requested be examined, including: the science base and gaps in scientific knowledge regarding use of marijuana for medicinal purposes; scientific information about marijuana's mechanism of action; peer-reviewed literature on the uses of marijuana; and costs associated with various forms of the component chemical compounds in marijuana and other pharmacotherapies for special medical conditions. We thank the principal investigators, members of the advisory panel, biomedical and social scientists, patients, advocates, report reviewers, and all who supported the Institute of Medicine in developing this comprehensive report.
