Annotator1	Annotator2	Resolve1&2	Paragraph
D0	D1	D1	"In January, 1997, the U.S. submitted a draft protocol proposal. Provisions on developing countries included three elements: (I) calling for the negotiation by 2005 of a new agreement with legally binding emissions targets for all countries, including developing countries, and a ""graduation mechanism"" under which Parties would automatically assume additional obligations as their living standards increase (the ""evolution"" concept); (2) establishing a new category (Annex B) of commitments for the most advanced developing countries (providing a halfway house between commitments of developing countries and the more extensive obligations ofOECD members); and (3) an elaboration of existing commitments (defining what would be meant by ""continuing to advance the implementation of existing commitments""). This final element contained several components, including a requirement to report annually on emissions and actions taken to reduce emissions and take ""no regrets"" actions (actions which would benefit the climate system, but which might be taken for other economic or environmental reasons)."
D0	D1	D0	B. Reaction Abroad
D1	D1	D1	Support for the U.S. proposal is scant. While the third element is considered within the ambit of the Berlin Mandate by nearly all Parties, most countries have argued that the other two elements (i.e., evolution and Annex B) are beyond its scope. The U.S. has been urged to drop its proposal for a new annex. We have also been urged to drop our proposal for evolution (in favor of a separate agreement at some future date).
D0	D1	D1	The following blocs are active in the negotiations:
D1	D1	D1	"European Union. EU support for developing country commitments has been very soft. They have supported U.S. proposals for advancing existing commitments, and have proposed that Mexico and Korea take on stronger commitments (not too far removed in substance from the U.S. Annex B), but are not prepared to accept the U.S. language on ""Evolution"" adopted as part of the Kyoto agreement. They do not support joint implementation with developing countries."
D1	D1	D1	Non-EU OECD Members (principally Japan, Canada, Australia). This group of countries broadly supports including developing country obligations under the Kyoto Agreement. Australia and Canada are the most vocal in support of action, while Japan, as host of the December session, is concerned that an aggressive approach would potentially derail the negotiations. As nearly all countries in this bloc have extensive competitive trade outside of the OECD, they are more aggressive in demanding developing country action With the exception of Japan, this group supports joint implementation.
D1	D1	D1	Big Developing Countries (China, India and Brazil). These three countries are the primary drivers of the developing country position - and some of the world's largest emitters (China is second after the U.S., and India is number six). These
T0	T0	T0	PREDECISIONAL DRAFT DO NOT QUOTE OR CITE
D1	D1	D1	countries have taken a standard north-south line, arguing that global warming has been caused by the developed world, and calling upon the industrialized countries to pay for the clean-up. They claim that when developing countries have incomes and per capita emissions equal to those of the North, they will then participate in the clean-up effort. In spite of their often strident public rhetoric, these countries (particularly China and Brazil) have shown a willingness to engage on this issue on a bilateral basis. They have active domestic climate change mitigation efforts, and have privately indicated a support for many elements of the U.S. proposal. However, they all oppose joint implementation.
D1	D1	D1	OPEC. Well organized in the climate negotiations, the OPEC countries have been led by Saudi Arabia and Nigeria, and advocate positions designed to slow or block the negotiations. These countries have strongly urged: (I) that developing countries should not have to act now, and (2) that industrialized countries should compensate developing countries that might be affected by any action taken in industrialized countries to reduce emissions (principally noting that reduction in oil revenues should be compensated).
D1	D1	D1	Small Island States. A group of 37 small island states have banded together to create an alliance (AOSIS) that seeks to balance OPEC's influence. Largely composed of member countries with low lying territory which will be gradually inundated by climate-associated sea level rise, these countries have pushed an aggressive next steps to combat the problem - calling for a 20 percent reduction in industrialized country emissions below 1990 levels by the year 2005. The AOSIS countries have been reluctant to support U.S. calls for developing country action; their proposal omits any mention of any developing country commitments to be undertaken as part of the Kyoto agreement, and they oppose JI.
D1	D1	D1	An agreement in Kyoto that includes the current U.S. developing country position will be extremely difficult to achieve. State Department believes that, at a minimum, this would require U.S. support for a target and timetable perceived by the rest of the world to be serious, an aggressive effort to support replenishment of the Global Environment Facility, and an intensive diplomatic campaign. Even with these elements, an agreement that includes the U.S. developing country position will be very difficult to achieve.
D0	D0	D0	C. Reaction At Home
D1	D1	D1	"The domestic dialogue on this issue stands in stark contrast to discussions abroad. Many in the business and labor community are deeply concerned about the trade and competitiveness impacts of ""differentiated"" commitments for developing countries under the climate treaty. Particular concern has focused on China and ""newly industrialized countries,"" such as Korea."
D1	D1	D1	"Last month, Senator Robert Byrd proposed a sense of the Senate resolution opposed to any agreement that does not contain ""specific scheduled requirements"" for developing countries during the same compliance period as those for developed countries."
T0	T0	T0	PREDECISIONAL DRAFT DO NOT QUOTE OR CITE
D1	D1	D1	"The resolution quickly garnered 60 co-sponsors. As drafted, the resolution appears inconsistent with the current negotiating mandate (which does not envision quantified emissions limits for developing countries). During the past several weeks, however, there has been considerable discussion with Senator Byrd and others about the exact meaning of the resolution. Senator Byrd has stated that commitments of developing countries should be based upon their own ""pace of industrialization."" Senator Chaffee has prepared a more moderate resolution that would require developing countries to take on commitments with a I 0-year lag behind the commitments of developed countries."
D0	D0	D0	3. Engaging Developing Countries in the Long-Term
D0	D1	D1	Any solution to the problem of climate change requires the participation of developing countries. The long-term issue is how best to engage developing countries in global efforts to address greenhouse gas emissions.
D1	D1	D1	The original vision of the Framework Convention on Climate Change is that developed countries would lead in controlling greenhouse gases, and developing countries would follow. This is similar to the approach in the Montreal Protocol (the 1987 treaty that addresses stratospheric ozone depletion). Under that agreement, developing country obligations generally follow 10 years behind those of developed countries. Developing countries receive financial assistance for their efforts from a multilateral fund.
D1	D1	D1	Under this model, long-term engagement of developing countries depends on action by developed countries to control emissions. However, the Byrd resolution underscores the domestic political difficulties associated with differentiated commitments between developing and developed countries. In addition, any competitiveness or leakage issues would present substantive concerns.
D0	D1	D1	Many developing nations are addressing their own domestic air pollution problems and other environmental threats and in doing so are curbing releases of greenhouse gases. Independent power producers are building many new, cleaner-burning power plants in developing countries, also reducing greenhouse gas emissions relative to traditional technologies. Renewable energy technologies are finding increasing application among the billions of people in the developing world who are off the electricity grid.
D0	D1	D1	Various efforts are underway to encourage developing countries efforts to control greenhouse gas emissions. These include: U.S. bilateral assistance; multilateral assistance through the Global Environment Facility (GEF); calls for reorienting the loan guidelines for the international lending institutions; and work on joint implementation (which would encourage the private sector to undertake projects in developing countries to reduce emissions and claim credit for these reductions against a domestic obligation). The first of these, announced in the President's New York statement at the U.N. Special Session on the Environment, establishes a$ I billion, five-year package to help
T0	T0	T0	PREDECISIONAL DRAFT DO NOT QUOTE OR CITE
T0	T0	T0	7/21
D0	D1	D1	developing countries plot a climate friendly path to development. The primary component of this initiative will be a five year minimum of at least $150 million per year in bilateral assistance for climate related programs, and the potential to use development credits dedicated to climate friendly investment projects. The initiative will also include a $25 million 5-year interagency program to assist developing countries to meet the terms of the climate treaty. A significant focus in this initiative will be on using credit tools to induce greater U.S. private sector involvement in transferring climate friendly technologies.
D1	D1	D1	Our financial contribution to the GEF was one of the original incentives to developing countries to support the Framework Convention on Climate Change - and to take action to mitigate climate change. However, while the U.S. had pledged a contribution of $430 million to the GEF over a three year period, Congressional funding has lagged considerably. FY96 and FY97 contributions were at $35 million rather than $1 JO million. The reduced U.S. contribution to the GEF will make any subsequent calls for developing country action under the climate treaty much more difficult to sustain.
D1	D1	D1	One of the most significant elements of the U.S. approach to encourage developing country participation is joint implementation (JI). Similar to the concept of emissions trading, JI allows countries to offset emissions at home through projects undertaken elsewhere. However, unlike the situation in emissions trading, under a JI regime, projects could be undertaken in developing countries - countries without legally binding emissions budgets. The analytic work performed to date suggests that allowing JI could reduce costs within the U.S. substantially. Developing countries see benefits as well, in the form of technology transfer and private sector investment flows. In spite of the potential benefits, significant opposition among developing countries remains (although support has grown significantly in Latin America). Many developing countries believe that JI could undercut the commitment of developed countries to take the lead in controlling greenhouse gas emissions; some environmentalists are concerned that measuring project-based emissions reductions will be too difficult; and some in the private sector and Congress are concerned that JI will result in significant transfers of wealth overseas.
T0	T0	T0	UNITED STATES ENVIRONMENTAL PROTECTION AGENCY WASHINGTON, D.C. 20460 FEB 10 1997 OFFICE OF THE ADMINISTRATOR MEMORANDUM TO AGENCY CHILDREN'S EXECUTIVE ORDER CONTACTS From: Gary S. Guzy Counselor to Administrator Subject: Proposed Revision to Draft Executive Order
D1	D1	D1	As you know from our several discussions, EPA believes that one of the principles underlying the Executive Order should be our efforts to share with the public how much we do and do not know about the effects of regulatory actions upon children. The current draft (2.5 pm.1) generalizes this objective through the annual report requirement in section 3-304.  While useful, we do not believe that this goes far enough in addressing the draft Order's basic objective of either protecting children, affirmatively explaining why an agency may be making a different choice, or indicating that information is lacking to allow for a fully informed decision on child-specific concerns.
D1	D1	D1	"At the same time, we are very mindful of the concern expressed by a number of agencies that the Order not require agencies to set forth a ""Kick Me"" sign with findings that could have adverse litigation consequences."
D1	D1	D1	We therefore propose including the following language, added as subsection (d) of 5-501:
D1	D1	D1	"""A description of the data or information, if any, which was employed to assess child specific risks or hazards."""
D1	D1	D1	It is our view that this language would move towards providing more transparency in the context of particular rulemakings, but that it would remove any adverse judgments from such statements and the likelihood of any statements being used successfully against an agency in litigation. It is intended only to require neutral explanations of the information used to reach the judgments contained in a regulatory action.
T0	T0	T0	Please contact me at (202) 260-7960, or Bob Dreher at (202) 260-8040 if you would like to discuss this approach further or if you have any particular concerns about it. Thank you for your continuing prompt attention to this matter.
T0	T0	T0	"DEPARTMENT OF HEALTH & HUMAN SERVICES    Public Health Service National Institute of Health National Institute of Child Health and Human Development Building 31. Room 2A03 31 Center Dr. MSC • 2425 Bethesda, Maryland 20892 - 2425 Phone: (301) 496 -3454 FAX: (301) 402-1104 DATE:        February 4, 1997 TO:             Leslie L. Clune        Associate General Counsel, Office of the General Counsel, OS FROM:       Director, National Institute of Child Health and Human Development, NIH SUBJECT:  Proposed Executive Order Entitled ""Protection of Children in Federal                     Environmental, Health, and Safety Actions"""
T0	T0	T0	COMMENTS ON DOCUMENT #154954
D1	D1	D1	"The NIH has serious concerns about this draft Executive Order. The topics it is intended to encompass are inconsistent, unclear, and confusing throughout the document. Commas make a big difference here. It is one thing to address protecting children in environmental health and safety actions. It is far broader and more complex to do so for environmental, health and safety actions, where health and safety must be considered separately and not just in relation to the modifier ""environmental."" If the intent is to have this order affect just environmental health and safety concerns, as much of the language implies, the wording needs extensive revision to make this clear. If not, the effects are so broad that this issue needs extensive discussion--it is inappropriate to be asked to agree to something this sweeping out of the blue in one day. The aim is difficult to take issue with, but the mechanism and scope need discussion."
T0	T0	T0	Duane Alexander, M.D.
T0	T0	T0	TO:  Joel Johnson FROM: Susan Delaurentis DATE: December 5, 1996 RE: Pediatric Data for Pharmaceuticals
D0	D1	D1	"Thank you for your willingness to pass along our proposal to the appropriate White House staff for such matters.   As you have requested, I will briefly describe here the ""best case scenario"" from our view. We have been discussing this issue (i.e., the need for pediatric data) with David Kessler, Bill Schultz (his deputy), and their lawyers over the past year, and I think you will find them supportive as well. Everyone has put a lot of time into this and it has been productive."
D1	D1	D1	The following scenario presents the President with the most visibility on what we believe will be a very popular. “Christmas-present-to-all-children” initiative. If this seems right to the White House, we can -- and must -- begin work immediately. (It would be particularly helpful if there were a White House staff contact for us. With most of our issues we would go directly to the AIDS staff but this is obviously broader than AIDS alone.)
D1	D1	D1	We propose that some time during the week of December 16, the President issue an Executive Order, directing the FDA to take immediate regulatory action to ensure that all drugs be proven safe and effective for use by children prior to their approval by the FDA. We propose that the President sign thJ Order in the Oval Office, with children, parents, and pediatricians present. We would ask that the President dedicate this action to Elizabeth Glaser and her work to improve child health, and that the Pediatric AIDS Foundation be included in the event.
D1	D1	D1	A proposed action plan detailing the steps that need to be taken, including what should be included in the President's Executive Order and accompanying statement, is attached to this memo. We would be happy to help in effectuating this plan in any way possible -- from drafting the Executive Order. to generating support in the media, to making physicians, parents, and advocates available for comment. Just let us know what we can do.
D0	D0	D0	We are very excited about this proposal, and appreciate your attempt to steer us toward the appropriate decision makers.
T0	T0	T0	Thanks again for everything.
T0	T0	T0	U.S. Department of Labor  Assistant Secretary for Policy Washington. 0.C. 20210 January 31, 1997 MEMORANDUM FOR BRADLEY CAMPBELL FROM: SETH HARRIS SUBJECT: Preliminary Comments on the Children's Environmental Health Executive Order
D0	D1	D1	You asked that we send you preliminary comments on the draft executive order (E.O.) for inclusion in the version being prepared for Monday. We will have additional comments next week.
D1	D1	D1	As indicated during the conference calls, DOL's preference is to limit the E.O. to children under the age of 14. This could be accomplished in the definitions section and by including a statement in the opening section along the lines of EPA's comments this morning (e.g., the science indicates problems manifest in younger children; therefore, the focus of the E.O. is on children under 14). We would be willing to explore other options for excluding teenagers 14 and older.
D1	D1	D1	An alternative (but less acceptable) approach would be to insert the following language into the opening section:
D1	D1	D1	While some health or safety agencies have statutory missions predominantly directed toward certain age groups, such as the working-age population or the elderly, other agencies have more general mandates to protect public health or the environment for the benefit of all Americans. The intent of this Executive Order is to assure that the latter agencies adequately consider health and safety hazards to children when developing regulations and programs.
D1	D1	D1	If the final decision is to include older teenagers, we recommend the following language changes:
D1	D1	D1	- Section 3-302. The Department of Labor should be included in the IWG. NIOSH should also be included because it does the bulk of the research on occupational safety and health.
D1	D1	D1	- Section 3-303(c). Cut sentence requiring pamphlet. Allow IWG to determine best outreach approach.
D1	D1	D1	"- Section 6-601. Suggest ""For each significant regulatory action initiated after the effective date of this E.O. that addresses the environment, health or safety, each agency shall provide the following information, to the extent practicable. . .”  We need some language to assure that these requirements do not (1) interfere with current rulemakings, and (2) impose huge analytical burdens on the agencies. OSHA risk assessments and regulatory analyses already consume considerable"
T0	T0	T0	FDA COMMENTS ON DRAFT EXECUTIVE ORDER TO PROTECT CHILDREN FROM ENVIRONMENTAL HEALTH THREATS
D1	D1	D1	• While parts of the draft executive order (such as the second bullet) appear to address a wide range of health threats to children. other parts (such as the title and first bullet) appear to be limited to environmental health threats. FDA recommends that the scope of the executive order be broadened beyond just environmental health threats. Limiting an executive order to environmental health threats could imply that the most significant health threats faced by children are environmental ones. In FDA's view. while environmental threats are important, they are not the only significant health threats faced by children.
D1	D1	D1	"• While FDA recognizes the benefit of focusing specific attention on health threats to children, FDA is concerned about layering additional requirements on the regulatory process in circumstances where they will not add ""value” to the process. Thus, FDA recommends that any new analysis regarding effecys on children's health be targeted at regulations that (1) have potential disparate health impacts upon children and (2) are significant regulatory actions as defined in Exec. Order 12866."
D1	D1	D1	The first limitation (that an analysis of effects on children be limited to regulations with a potential disparate impact on children) will insure that new regulatory reviews are not required unless there is a specific reason to be concerned about children. The second limitation (that an analysis of effects on children be limited to significant regulatory actions) will target the new analysis to the regulations which have the greatest effects and which are already required to be subject to a formal cost-benefit analysis. If the executive order is targeted in this way, it will formalize what FDA should be - and is - already doing.
D1	D1	D1	"• The draft executive order requires that certain regulations be ""adequately protective” of children's health. FDA suggests that this standard be made less vague and more affirmative by requiring that the regulations ""protect"" children's health. In addition, whichever standard is used, it may be necessary to clarify that the requirement to protect children's health applies ""to the extent permitted by law.”  Without such a qualification, the executive order could be construed as an attempt to override existing statutory authorities."
D1	D1	D1	"• The draft executive order also requires an “affirmative finding"" that certain regulations are, adequately protective of children’s health. A better approach might be to follow the Food Quality Protection Act and require ""a specific determination regarding the safety ... for infants and children (sec. 408(b)(2)(C)(ii)(II)). The specific determination language) has the advantage of not requiring an affirmative finding where this would be impossible due to lack of complete information or a conflicting statutory mandate."
D1	D1	D1	FDA does not object to restricting the pamphlet for families (which is addressed in the third bullet) to just environmental health threats. However, FDA does have questions about implementation, including whether the pamphlet is a one-time project or an annual one, whether a significant commitment of resources will be required, and who will take the lead in preparing the pamphlet.
T0	T0	T0	United States CONSUMER PRODUCT SAFETY COMMISSION Washington, D.C. 10207 Office of the Executive Director MEMORANDUM DATE: January 31, 1997 TO:  Brad Campbell Associate Director Council on Environmental Quality Mac Reed Office of the General Counsel Executive Office of the President Office of Management and Budget FROM: Pamela Gilbert Executive Director SUBJECT: CPSC Staff Comments on 1/30/97 Draft of the Children's Health and Safety Executive Order
D1	D1	D1	"We want to reiterate that, as an agency with no greater priority than protecting the health and safety of children, we strongly support the stated Intent of the draft - Executive Order - to establish a ""national policy to protect the health of American children from environmental, health and safety hazards."" We had a number of serious concerns about the previous draft of this Executive Order, and we are pleased to see many of the changes that have been made to address those concerns."
D1	D1	D1	This memo outlines our most serious remaining concerns with the contents of the current draft Order. We also anticipate that we may have more comments, questions, and recommendations once we have reviewed the comments of other participating agencies. Finally, we are still reviewing the Preamble to the draft Order, and may have further comments after that review is completed.
D1	D1	D1	Section 1-102: This section is overly prescriptive and could arguably require agencies to spend unlimited resources to address a particular hazard, unless prohibited by statute.
D1	D1	D1	"Proposal: Section 1-102 should be modified to read, ""The head of each Federal agency shall ensure that the potential impacts upon children of environmental,"
D1	D1	D1	This memorandum does not necessarily reflect the views of the Commissioners.
D1	D1	D1	"health, or safety hazards arising from or related to the activities of that agency are considered and addressed, as appropriate, by that agency."""
D0	D1	D1	Section 3. Children's Health IWG
D1	D1	D1	We agree that there needs to be coordination among federal agencies on children's health and safety issues, particularly in the area of research. However, as originally drafted, the Executive Order would have established a new Children's Environmental Health Council with a broad mandate that went well beyond simple coordination among agencies, CPSC staff commented that the creation of a new, cumbersome bureaucratic entity was counter to the Administration's reinvention efforts, and that its broad responsibilities could impose inappropriate burdens and mandates on member agencies. While we are pleased that the original proposal has been considerably scaled back, we still have a number of concerns about the proposed lnteragency Working Group (IWG). 1/ P1// Sections 3-301 and 3-302. We agree with many of the comments that have been made by representatives of the Office of Information and Regulatory Affairs (CIRA) about creating a new bureaucracy to coordinate efforts among agencies. We are eager to review OIRA's written comments and recommendations to revise this proposal.
D1	D1	D1	Section 3-303. We have a number of questions and concerns about the list of elements that make up the coordinated Federal strategy:
D1	D1	D1	"(a) What is meant by statements of ""guiding principles"" and ""general policy?"" How would those principles and policies differ from what has already been stated in the Executive Order?  We would be strongly opposed if those principles and policies included specific directions regarding scientific or technical assessments done by individual agencies."
D1	D1	D1	"Isn't it redundant to require a statement of ""targeted annual priorities"" In this subsection when subsection (d) lists the same requirement? How would these priorities differ from those mentioned in (d)?"
D1	D1	D1	"(b) As an agency with a broad mandate and a very limited budget -- and no separate research budget -- we would oppose any requirement for the CPSC to contribute in any manner to a ""cross-cutting budget"" for conducting research."
D1	D1	D1	(c) We support a coordinated effort to reach out to. and educate the public about, health and safety risks to Infants and children. However, we believe It Is inappropriate to dictate the form of that outreach by requiring the publication of a pamphlet that includes specific information.
D1	D1	D1	(d) There is no reason to require the identification of a specific number (ten) of high-priority initiatives for the Federal government to undertake.
D1	D1	D1	Proposal: Subsections 3-303 (a), (b), (c), and (d) should be modified as follows:
D1	D1	D1	(a) Delete this subsection entirely.
D1	D1	D1	(b) Delete the requirement to prepare a cross-cutting budget.
D1	D1	D1	(c) Delete the second sentence of this subsection.
D1	D1	D1	"(d) Delete the word ""ten.”"
D1	D1	D1	"Scope: CPSC already focuses Its priorities and efforts on protecting children from injury and death. We endorse an Executive Order to help advance children's health and safety issues government-wide, and would recommend that the CPSC adhere to its terms. However, it would be inappropriate, for example, to alter an Independent agency's statutory rule making requirements through an Executive Order.  Indeed, the administration implicitly recognized this principle In E.O. 12868, which exempts independent agencies from Its provisions that directly affect an agency's regulatory authority (see E.0. 12866, sec. 6), and requires those agencies only to prepare a ''regulatory plan"" and ""regulatory agenda."" (E.O. 12866, sec. 4(b) and (c).) Similarly, we believe that CPSC should be part of any lnteragency Working Group that Is created and submit research proposals for consideration, but that CPSC should otherwise be exempt from the draft Executive Order's requirements."
D1	D1	D1	"Proposal: The following language, quoted directly from E.O. 12866, should replace the definition of ""federal agency"" in section 2-201:"
D1	D1	D1	"""'Agency,' unless otherwise Indicated, means any authority of the United States that is an 'agency' under 44 U.S.C. 3502(1), other than those considered to be independent regulatory agencies, as defined in 44 U.S.C. 3502((5))."
D0	D1	D1	"As the Supreme Court has held, an independent agency ""cannot in any proper sense be characterized as an arm or an eye of the executive. Its duties are performed without executive leave and, in the contemplation of [its enabling] statute, must be free from executive control.” Humphrey's v. United States, 55 S. Ct. 869, 874 (1935)."
D0	D1	D1	Since the Issuance of E.O. 12866, 44 U.S.C. 3S02(10) has been renumbered as 44 U.S.C. 3S02(5).
T0	T0	T0	January J1, 1997 To: Mac Reed OMB From: Department of Veterans Affairs
T0	T0	T0	Subject: Proposed Executive Order Entitled “Protection of Children in Federal Environmental, Health, and Safety Actions”
D1	D1	D1	"As relayed on my voice mail to you on this date, the Department of Veterans Affairs has concerns about the proposed Executive Order (EO) because the vagueness and ambiguity of the requirements makes it difficult to determine applicability. For example, the term “potential impacts” needs to be clarified in such a way to better define and/or limit when a federal agency must consider the effect of what it does on the health and safety of children. The definition of ""significant regulatory action” should be clarified to exclude regulatory actions which are unlikely  to affect the health and safety of children. The annual reporting requirement in  Section 5-501 should be discretionary so that a report will not be required if an agency determines that there is nothing to report. It is also unclear what impact the proposed EO will have on an agency's budget for research or the degree to which the EO will impact an agency's contractual relations."
T0	T0	T0	Chanima Jones Deputy Assistant General Counsel 273-8515
T0	T0	T0	THE WHITE HOUSE WASHINGTON June 21, 1996 MEMORANDUM FOR T.J. GLAUTHIER FROM: Carol Rasco SUBJECT: Family Right to Know Initiative
D0	D0	D0	The Family Right to Know Initiative is a very positive concept that has the potential to fill an important void in the current protection of children's health from environmental risks. When parents and families know about the unique risks to children they can use that information to make wise choices. Responsible decisions by parents can have an aggregate benefit today and in the future.
D1	D1	D1	In framing this concept we have agreed to a commitment to work with parents, scientists, the business community, and others to achieve the goals of getting better information to families. As we work with the stakeholders we can build on the concept of a family's right to know, and decide whether legislation is or is not needed to achieve our goals. As the Administration moves forward we should continue to emphasize our belief that we can achieve our goals in a common sense, cost effective way. That emphasis is needed to respond to concerns that we will put into place unnecessarily expensive approaches. I plan to continue to be involved in this initiative; please contact Diane Regas of my staff with new information as it arises.
T0	T0	T0	February 10, 1997 To: Bradley Campbell From: Fred Siskind Subject: Comments on the revised discussion draft of the Children's Environmental E.O.
D1	D1	D1	While we believe the revised discussion draft of the Children's Environmental E.O. is much improved, as I noted in the voice mail I left for you on Friday, it still presents problems for DOL programs. We have developed several options that we believe would eliminate the burden for DOL without affecting the basic thrust of the E.O. As you know, our particular concern is that OSHA and MSHA focus on workplace hazards regardless of who is exposed. They do not address risk to particular demographic groups, but to all workers.
D1	D1	D1	The following options are in order of our preference, with one of the first three strongly preferred to the fourth:
D1	D1	D1	"Option 1. Add to definitions: ""Environmental, health, or safety risks include only those risks or hazards to which members of the general public regularly may be exposed.”"
D1	D1	D1	"Option 2. Add to definitions: “Federal agency includes those agencies listed as members of the IWG in Section 3-302 and such agencies as may be designated at a later date.” In addition, the phrase ""but are not limited to,” should be stricken from Section 3-302."
D1	D1	D1	Option 3. Add to definitions: Disproportionate or disproportionately affect does not include any safety or health hazard or risk that occurs in workplaces in which the regular exposure of significant numbers of children-to the hazard or risk cannot reasonably be anticipated.
D1	D1	D1	Option 4. Add to definitions: Disproportionate or disproportionately affect does not include any safety or health hazard or risk that occurs in workplaces in which the regular exposure of children to the hazard or risk cannot reasonably be anticipated.
T0	T0	T0	If you have any questions, please call Seth Harris (219-6181) or me (219-6197).
T0	T0	T0	THE WHITE HOUSE WASHINGTON January 27, 1997 MEMORANDUM TO Bruce Reed ElenaKagan FROM: Diane Regas SUBJECT: Environmental Issues for State of the Union
D0	D1	D0	There are two leading ideas for an environmental message in the State of the Union Address. This memo gives you a short background and status on each.
D0	D0	D0	Protecting Kids
D1	D1	D1	Background In August the President directed federal departments to identify ways to provide better information to families about products that pose a special risk to children. Since that time, EPA has been working on a proposal to fulfill this direction. The proposal on the table has two components: first is an Executive Order that would direct federal departments to consider all information about risks to kids when developing environmental health standards, second is principles for toxics labeling legislation.
D1	D1	D1	"The Executive Order, the ""Children's Environmental Health Executive Order"" would require departments, when taking regulatory action, to make a finding either that the action protects children or that there is insufficient information to make such a determination. In addition, the draft creates a ""Children's Environmental Health Council"" to oversee the implementation of the Executive Order, to coordinate federal research, and, among other duties, to consult with OIRA on regulatory actions that may affect children's environmental health."
D1	D1	D1	The primary conceptual questions about the Executive Order are: which federal actions should be covered; how should federal departments deal with limited information; and whether the Executive Order is consistent with the Administration's position on regulatory reform legislation. The draft text has been in circulation only a few days, and I expect that new issues will arise based on the text. (Our next interagency meeting is Tuesday, January 28.)
D1	D1	D1	"The second part of the proposal, principles for labeling legislation, would express the Administration's support for a requirement that manufacturers label products with information about special risks to children. This proposal is modeled on ""Proposition 65"" a ten year old law in California. The key to the proposal is that it does not add to government regulation of product content, instead it requires manufacturers to test products and label them appropriately. The government's role is limited to identifying which substances are of concern, and perhaps identifying level below which labeling will not .be required. Proponents of this approach argue that labeling will provide families with the tools they need to make choices among products and create a strong incentive for manufacturers to reformulate potentially unsafe products. The proposal would exempt food and drugs."
D1	D1	D1	Federal agencies and White House staff have raised concerns about legislation in this arena. There is little solid data regarding the costs and benefits of a national proposal, and the California model has not been rigorously studied. (We lack data on the costs and benefits of the California law partly because companies have been very reluctant to release information about their costs.) In addition, there are difficult trade and small business implications that need to be hammered out.
D1	D1	D1	Status The Executive Order is in draft and could probably be finalized quickly if EPA generates support within the White House for that position. The process of coming to closure quickly could, however, cause us to miss some more subtle issues, and will likely lead us to draft an Order that is narrowly tailored to environmental health, rather than considering an approach that applies to all health-based regulations.
D1	D1	D1	EPA has drafted about a dozen principles to support labeling legislation. While these too could be finalized for the State of the Union, the lack of detailed understanding of the policy and political implications counsel continuing the staff discussions. Both 0MB and NEC have serious concerns about the need for legislation, and how to structure it most efficiently. (Recall that EPA proposed this concept at an NEC meeting in June and the proposal was tabled.)
D1	D1	D1	Recommendation The President should commit to issuing an Executive Order to ensure that federal decisions use the best information we can get to protect children, or more narrowly, children's environmental health. The interagency process to finalize the Executive Order could then be completed in coming weeks.
D1	D1	D1	The discussion of legislative principles should be brought to a deputies' or principals' meeting to allow for a full airing of the issues.
D0	D0	D0	American Heritage Rivers
D1	D1	D1	"Background A new proposal to create a federal designation ""American Heritage River"" is being discussed in a process convened by CEQ. The President would announce a commitment to this idea and work some of the details, including an Executive Order, later. Currently CEQ staff is proposing that identification be based primarily on the cultural value of rivers. The implication of designation is still under discussion, but would include a call for partnerships with the private sector, federal support for local initiatives and federal steps to protect designated waters. Initially departments have raised some concerns: a designation process will create false expectations that we can solve problems in many places; choosing waters for cultural significance conflicts with targeting environmental money to solve problems; as described, the new designation does not clearly add to current work; and we have not thought through potential political opposition."
D1	D1	D1	The biggest challenge we face in making this idea work is to make designation as an American Heritage River meaningful. I am continuing to work with CEQ as they identify ways to accomplish this goal, but I remain concerned that we may not have good solutions by next week. I have attached the current iteration of this idea.
D1	D1	D1	Status CEQ staff are committed to adding enough detail to a proposal so that a decision can be made about whether to go forward next week. They envision that further detail would be developed in coming weeks.
D1	D1	D1	Recommendation There are thousands of people across the country who are working to restore enjoyment of their local waterways, and who would welcome new tools to achieve their ends. They need incentives to create jobs and revitalize rundown urban waterfronts; small grants to catalyze their work; better processes for participating in federal decisions; more information about environmental threats in their local area; and a federal commitment to work in ways that are consistent with local needs. We can do this, and we should focus the effort where people really need it--urban waterways. The current proposal, if it remains focussed on historically or culturally significant waters, is unlikely to bring these tools to communities.
D1	D1	D1	White House staff should be tasked with coming up with an urban waterways initiative that contributes jobs and environmental benefits. Such an initiative could be announced in a few months.
T0	T0	T0	Elena, Jen, Nicole and Neera,
D1	D1	D1	Here's some preliminary data on the stay-at-home moms that ASPE pulled together. They are looking much more deeply into this because there is more data and other issues that should be  put on the table – do we subtract welfare families from the numbers; should we primarily look at under 18, under 13 (CCDBG eligibility, or under 6?, etc. Given the importance of this issue and our continuing involvement in it, I think its real important that we get everything on the table, discuss it and then put together talking points, position paper, or whatever to portray this in its proper light. I'm sure Melissa S. will have an interest in this, and Treasury will want to be part of these discussions as well.
D0	D0	D0	So lets talk more later. Mary
T0	T0	T0	NOTE TO: Mary Bourdette FROM: Don Oellericj Subject: Stay at home moms
D0	D0	D0	I quickly pulled together some data from the Census Publication Money Income in the United States: 1996 (P60-197).
D0	D0	D0	In 1996, there were 6.21 million families with children under 18 where the husband worked and the wife did not work at all during the year. Of these 6.21 million, 1.72 million families (28%) had total family income below $25,000.
